DESCRIÇÃO,UNIDADE,UF,Preço.Entregue,Preço.Final,REF,PEI,Região
Mergulhador raso dependente,h,MG,8.4,8.4,202207,MDO,Sudeste
Mergulhador raso dependente,h,MS,8.4,8.4,202207,MDO,Centro-Oeste
Mergulhador raso dependente,h,MT,8.4,8.4,202207,MDO,Centro-Oeste
Mergulhador raso dependente,h,PA,8.4,8.4,202207,MDO,Norte
Mergulhador raso dependente,h,PB,8.4,8.4,202207,MDO,Nordestes
Mergulhador raso dependente,h,PE,8.4,8.4,202207,MDO,Nordestes
Mergulhador raso dependente,h,PI,8.4,8.4,202207,MDO,Nordestes
Mergulhador raso dependente,h,PR,8.4,8.4,202207,MDO,Sul
Mergulhador raso dependente,h,RJ,8.4,8.4,202207,MDO,Sudeste
Mergulhador raso dependente,h,RN,8.4,8.4,202207,MDO,Nordestes
Mergulhador raso dependente,h,RO,8.4,8.4,202207,MDO,Norte
Mergulhador raso dependente,h,RR,8.4,8.4,202207,MDO,Norte
Mergulhador raso dependente,h,RS,8.4,8.4,202207,MDO,Sul
Mergulhador raso dependente,h,SC,8.4,8.4,202207,MDO,Sul
Mergulhador raso dependente,h,SE,8.4,8.4,202207,MDO,Nordestes
Mergulhador raso dependente,h,SP,8.4,8.4,202207,MDO,Sudeste
Mergulhador raso dependente,h,TO,8.4,8.4,202207,MDO,Norte
Laboratorista,mês,RJ,2739.2677,2739.2677,202207,MDO,Sudeste
Apontador,mês,GO,1947.0,1947.0,202207,MDO,Centro-Oeste
Operador de equipamento leve,h,GO,8.85,8.85,202207,MDO,Centro-Oeste
Operador de equipamento leve com periculosidade,h,GO,8.85,8.85,202207,MDO,Centro-Oeste
Operador de equipamento leve com insalubridade,h,GO,8.85,8.85,202207,MDO,Centro-Oeste
Auxiliar de topografia,mês,DF,1947.0,1947.0,202207,MDO,Centro-Oeste
Auxiliar de topografia,mês,GO,1947.0,1947.0,202207,MDO,Centro-Oeste
Auxiliar de topografia,mês,MS,1947.0,1947.0,202207,MDO,Centro-Oeste
Auxiliar de topografia,mês,MT,1947.0,1947.0,202207,MDO,Centro-Oeste
Servente,h,DF,6.63,6.63,202207,MDO,Centro-Oeste
Vigia,mês,DF,1458.6,1458.6,202207,MDO,Centro-Oeste
Servente com periculosidade,h,DF,6.63,6.63,202207,MDO,Centro-Oeste
Servente - mensalista,mês,DF,1458.6,1458.6,202207,MDO,Centro-Oeste
Armador,h,DF,10.24,10.24,202207,MDO,Centro-Oeste
Armador,h,GO,10.24,10.24,202207,MDO,Centro-Oeste
Armador,h,MS,10.24,10.24,202207,MDO,Centro-Oeste
Armador,h,MT,10.24,10.24,202207,MDO,Centro-Oeste
Carpinteiro,h,DF,10.24,10.24,202207,MDO,Centro-Oeste
Pedreiro,h,DF,10.24,10.24,202207,MDO,Centro-Oeste
Pintor,h,DF,10.24,10.24,202207,MDO,Centro-Oeste
Pintor,h,GO,10.24,10.24,202207,MDO,Centro-Oeste
Pintor,h,MS,10.24,10.24,202207,MDO,Centro-Oeste
Pintor,h,MT,10.24,10.24,202207,MDO,Centro-Oeste
Serralheiro,h,DF,10.24,10.24,202207,MDO,Centro-Oeste
Serralheiro,h,GO,10.24,10.24,202207,MDO,Centro-Oeste
Serralheiro,h,MS,10.24,10.24,202207,MDO,Centro-Oeste
Serralheiro,h,MT,10.24,10.24,202207,MDO,Centro-Oeste
Pedreiro - mensalista,mês,DF,2252.8,2252.8,202207,MDO,Centro-Oeste
Operador de equipamento pesado,h,GO,14.75,14.75,202207,MDO,Centro-Oeste
Operador de equipamento pesado com periculosidade,h,GO,14.75,14.75,202207,MDO,Centro-Oeste
Pedreiro,h,GO,8.85,8.85,202207,MDO,Centro-Oeste
Pedreiro - mensalista,mês,GO,1947.0,1947.0,202207,MDO,Centro-Oeste
Pré-marcador,h,RJ,8.56,8.56,202207,MDO,Sudeste
Selecionador de material pétreo,h,RJ,8.56,8.56,202207,MDO,Sudeste
Perfurador de tubulão a ar comprimido com insalubridade,h,RJ,8.56,8.56,202207,MDO,Sudeste
Perfurador de tubulão,h,RJ,8.56,8.56,202207,MDO,Sudeste
Piloto fluvial,mês,AC,3055.99,3055.99,202207,MDO,Norte
Piloto fluvial,mês,AL,3055.99,3055.99,202207,MDO,Nordestes
Piloto fluvial,mês,AM,3055.99,3055.99,202207,MDO,Norte
Piloto fluvial,mês,AP,3055.99,3055.99,202207,MDO,Norte
Piloto fluvial,mês,BA,3055.99,3055.99,202207,MDO,Nordestes
Piloto fluvial,mês,CE,3055.99,3055.99,202207,MDO,Nordestes
Piloto fluvial,mês,DF,3055.99,3055.99,202207,MDO,Centro-Oeste
Piloto fluvial,mês,ES,3055.99,3055.99,202207,MDO,Sudeste
Piloto fluvial,mês,GO,3055.99,3055.99,202207,MDO,Centro-Oeste
Piloto fluvial,mês,MA,3055.99,3055.99,202207,MDO,Nordestes
Piloto fluvial,mês,MG,3055.99,3055.99,202207,MDO,Sudeste
Piloto fluvial,mês,MS,3055.99,3055.99,202207,MDO,Centro-Oeste
Piloto fluvial,mês,MT,3055.99,3055.99,202207,MDO,Centro-Oeste
Piloto fluvial,mês,PA,3055.99,3055.99,202207,MDO,Norte
Piloto fluvial,mês,PB,3055.99,3055.99,202207,MDO,Nordestes
Piloto fluvial,mês,PE,3055.99,3055.99,202207,MDO,Nordestes
Piloto fluvial,mês,PI,3055.99,3055.99,202207,MDO,Nordestes
Piloto fluvial,mês,PR,3055.99,3055.99,202207,MDO,Sul
Piloto fluvial,mês,RJ,3055.99,3055.99,202207,MDO,Sudeste
Piloto fluvial,mês,RN,3055.99,3055.99,202207,MDO,Nordestes
Piloto fluvial,mês,RO,3055.99,3055.99,202207,MDO,Norte
Piloto fluvial,mês,RR,3055.99,3055.99,202207,MDO,Norte
Piloto fluvial,mês,RS,3055.99,3055.99,202207,MDO,Sul
Piloto fluvial,mês,SC,3055.99,3055.99,202207,MDO,Sul
Piloto fluvial,mês,SE,3055.99,3055.99,202207,MDO,Nordestes
Piloto fluvial,mês,SP,3055.99,3055.99,202207,MDO,Sudeste
Piloto fluvial,mês,TO,3055.99,3055.99,202207,MDO,Norte
Piloto fluvial com periculosidade,h,AC,13.8909,13.8909,202207,MDO,Norte
Piloto fluvial com periculosidade,h,AL,13.8909,13.8909,202207,MDO,Nordestes
Piloto fluvial com periculosidade,h,AM,13.8909,13.8909,202207,MDO,Norte
Piloto fluvial com periculosidade,h,AP,13.8909,13.8909,202207,MDO,Norte
Piloto fluvial com periculosidade,h,BA,13.8909,13.8909,202207,MDO,Nordestes
Piloto fluvial com periculosidade,h,CE,13.8909,13.8909,202207,MDO,Nordestes
Piloto fluvial com periculosidade,h,DF,13.8909,13.8909,202207,MDO,Centro-Oeste
Piloto fluvial com periculosidade,h,ES,13.8909,13.8909,202207,MDO,Sudeste
Piloto fluvial com periculosidade,h,GO,13.8909,13.8909,202207,MDO,Centro-Oeste
Piloto fluvial com periculosidade,h,MA,13.8909,13.8909,202207,MDO,Nordestes
Piloto fluvial com periculosidade,h,MG,13.8909,13.8909,202207,MDO,Sudeste
Piloto fluvial com periculosidade,h,MS,13.8909,13.8909,202207,MDO,Centro-Oeste
Piloto fluvial com periculosidade,h,MT,13.8909,13.8909,202207,MDO,Centro-Oeste
Piloto fluvial com periculosidade,h,PA,13.8909,13.8909,202207,MDO,Norte
Piloto fluvial com periculosidade,h,PB,13.8909,13.8909,202207,MDO,Nordestes
Piloto fluvial com periculosidade,h,PE,13.8909,13.8909,202207,MDO,Nordestes
Piloto fluvial com periculosidade,h,PI,13.8909,13.8909,202207,MDO,Nordestes
Piloto fluvial com periculosidade,h,PR,13.8909,13.8909,202207,MDO,Sul
Piloto fluvial com periculosidade,h,RJ,13.8909,13.8909,202207,MDO,Sudeste
Piloto fluvial com periculosidade,h,RN,13.8909,13.8909,202207,MDO,Nordestes
Piloto fluvial com periculosidade,h,RO,13.8909,13.8909,202207,MDO,Norte
Piloto fluvial com periculosidade,h,RR,13.8909,13.8909,202207,MDO,Norte
Piloto fluvial com periculosidade,h,RS,13.8909,13.8909,202207,MDO,Sul
Piloto fluvial com periculosidade,h,SC,13.8909,13.8909,202207,MDO,Sul
Piloto fluvial com periculosidade,h,SE,13.8909,13.8909,202207,MDO,Nordestes
Piloto fluvial com periculosidade,h,SP,13.8909,13.8909,202207,MDO,Sudeste
Piloto fluvial com periculosidade,h,TO,13.8909,13.8909,202207,MDO,Norte
Auxiliar de topografia,mês,PR,1896.4,1896.4,202207,MDO,Sul
Auxiliar de topografia,mês,RS,1896.4,1896.4,202207,MDO,Sul
Auxiliar de topografia,mês,SC,1896.4,1896.4,202207,MDO,Sul
Armador,h,PR,11.44,11.44,202207,MDO,Sul
Armador,h,RS,11.44,11.44,202207,MDO,Sul
Armador,h,SC,11.44,11.44,202207,MDO,Sul
Carpinteiro,h,PR,11.44,11.44,202207,MDO,Sul
Eletricista,h,PR,11.44,11.44,202207,MDO,Sul
Pedreiro,h,PR,11.44,11.44,202207,MDO,Sul
Motorista de caminhão,h,PR,11.44,11.44,202207,MDO,Sul
Eletricista com periculosidade,h,PR,11.44,11.44,202207,MDO,Sul
Pedreiro - mensalista,mês,PR,2516.8,2516.8,202207,MDO,Sul
Eletricista - mensalista,mês,PR,2516.8,2516.8,202207,MDO,Sul
Motorista de caminhão com periculosidade,h,PR,11.44,11.44,202207,MDO,Sul
Carpinteiro,h,GO,8.85,8.85,202207,MDO,Centro-Oeste
Servente,h,PR,8.36,8.36,202207,MDO,Sul
Vigia,mês,PR,1839.2,1839.2,202207,MDO,Sul
Copeiro,mês,PR,1839.2,1839.2,202207,MDO,Sul
Copeiro,mês,RS,1839.2,1839.2,202207,MDO,Sul
Copeiro,mês,SC,1839.2,1839.2,202207,MDO,Sul
Porteiro,mês,PR,1839.2,1839.2,202207,MDO,Sul
Porteiro,mês,RS,1839.2,1839.2,202207,MDO,Sul
Porteiro,mês,SC,1839.2,1839.2,202207,MDO,Sul
Servente com periculosidade,h,PR,8.36,8.36,202207,MDO,Sul
Servente - mensalista,mês,PR,1839.2,1839.2,202207,MDO,Sul
Auxiliar administrativo,mês,PR,2072.4,2072.4,202207,MDO,Sul
Auxiliar de laboratório,mês,PR,2072.4,2072.4,202207,MDO,Sul
Auxiliar de laboratório,mês,RS,2072.4,2072.4,202207,MDO,Sul
Auxiliar de laboratório,mês,SC,2072.4,2072.4,202207,MDO,Sul
Operador de equipamento leve,h,PR,9.42,9.42,202207,MDO,Sul
Operador de equipamento leve com periculosidade,h,PR,9.42,9.42,202207,MDO,Sul
Operador de equipamento leve com insalubridade,h,PR,9.42,9.42,202207,MDO,Sul
Técnico de batimetria,mês,AC,2262.2727,2262.2727,202207,MDO,Norte
Técnico de batimetria,mês,AL,2262.2727,2262.2727,202207,MDO,Nordestes
Técnico de batimetria,mês,AM,2262.2727,2262.2727,202207,MDO,Norte
Técnico de batimetria,mês,AP,2262.2727,2262.2727,202207,MDO,Norte
Técnico de batimetria,mês,BA,2262.2727,2262.2727,202207,MDO,Nordestes
Técnico de batimetria,mês,CE,2262.2727,2262.2727,202207,MDO,Nordestes
Técnico de batimetria,mês,DF,2262.2727,2262.2727,202207,MDO,Centro-Oeste
Técnico de batimetria,mês,ES,2262.2727,2262.2727,202207,MDO,Sudeste
Técnico de batimetria,mês,GO,2262.2727,2262.2727,202207,MDO,Centro-Oeste
Técnico de batimetria,mês,MA,2262.2727,2262.2727,202207,MDO,Nordestes
Técnico de batimetria,mês,MG,2262.2727,2262.2727,202207,MDO,Sudeste
Técnico de batimetria,mês,MS,2262.2727,2262.2727,202207,MDO,Centro-Oeste
Técnico de batimetria,mês,MT,2262.2727,2262.2727,202207,MDO,Centro-Oeste
Técnico de batimetria,mês,PA,2262.2727,2262.2727,202207,MDO,Norte
Técnico de batimetria,mês,PB,2262.2727,2262.2727,202207,MDO,Nordestes
Técnico de batimetria,mês,PE,2262.2727,2262.2727,202207,MDO,Nordestes
Técnico de batimetria,mês,PI,2262.2727,2262.2727,202207,MDO,Nordestes
Técnico de batimetria,mês,PR,2262.2727,2262.2727,202207,MDO,Sul
Técnico de batimetria,mês,RJ,2262.2727,2262.2727,202207,MDO,Sudeste
Técnico de batimetria,mês,RN,2262.2727,2262.2727,202207,MDO,Nordestes
Técnico de batimetria,mês,RO,2262.2727,2262.2727,202207,MDO,Norte
Técnico de batimetria,mês,RR,2262.2727,2262.2727,202207,MDO,Norte
Técnico de batimetria,mês,RS,2262.2727,2262.2727,202207,MDO,Sul
Técnico de batimetria,mês,SC,2262.2727,2262.2727,202207,MDO,Sul
Técnico de batimetria,mês,SE,2262.2727,2262.2727,202207,MDO,Nordestes
Técnico de batimetria,mês,SP,2262.2727,2262.2727,202207,MDO,Sudeste
Técnico de batimetria,mês,TO,2262.2727,2262.2727,202207,MDO,Norte
Técnico de batimetria com periculosidade,h,AC,10.2831,10.2831,202207,MDO,Norte
Técnico de batimetria com periculosidade,h,AL,10.2831,10.2831,202207,MDO,Nordestes
Técnico de batimetria com periculosidade,h,AM,10.2831,10.2831,202207,MDO,Norte
Técnico de batimetria com periculosidade,h,AP,10.2831,10.2831,202207,MDO,Norte
Técnico de batimetria com periculosidade,h,BA,10.2831,10.2831,202207,MDO,Nordestes
Técnico de batimetria com periculosidade,h,CE,10.2831,10.2831,202207,MDO,Nordestes
Técnico de batimetria com periculosidade,h,DF,10.2831,10.2831,202207,MDO,Centro-Oeste
Técnico de batimetria com periculosidade,h,ES,10.2831,10.2831,202207,MDO,Sudeste
Técnico de batimetria com periculosidade,h,GO,10.2831,10.2831,202207,MDO,Centro-Oeste
Técnico de batimetria com periculosidade,h,MA,10.2831,10.2831,202207,MDO,Nordestes
Técnico de batimetria com periculosidade,h,MG,10.2831,10.2831,202207,MDO,Sudeste
Técnico de batimetria com periculosidade,h,MS,10.2831,10.2831,202207,MDO,Centro-Oeste
Técnico de batimetria com periculosidade,h,MT,10.2831,10.2831,202207,MDO,Centro-Oeste
Técnico de batimetria com periculosidade,h,PA,10.2831,10.2831,202207,MDO,Norte
Técnico de batimetria com periculosidade,h,PB,10.2831,10.2831,202207,MDO,Nordestes
Técnico de batimetria com periculosidade,h,PE,10.2831,10.2831,202207,MDO,Nordestes
Técnico de batimetria com periculosidade,h,PI,10.2831,10.2831,202207,MDO,Nordestes
Técnico de batimetria com periculosidade,h,PR,10.2831,10.2831,202207,MDO,Sul
Técnico de batimetria com periculosidade,h,RJ,10.2831,10.2831,202207,MDO,Sudeste
Técnico de batimetria com periculosidade,h,RN,10.2831,10.2831,202207,MDO,Nordestes
Técnico de batimetria com periculosidade,h,RO,10.2831,10.2831,202207,MDO,Norte
Técnico de batimetria com periculosidade,h,RR,10.2831,10.2831,202207,MDO,Norte
Técnico de batimetria com periculosidade,h,RS,10.2831,10.2831,202207,MDO,Sul
Técnico de batimetria com periculosidade,h,SC,10.2831,10.2831,202207,MDO,Sul
Técnico de batimetria com periculosidade,h,SE,10.2831,10.2831,202207,MDO,Nordestes
Técnico de batimetria com periculosidade,h,SP,10.2831,10.2831,202207,MDO,Sudeste
Técnico de batimetria com periculosidade,h,TO,10.2831,10.2831,202207,MDO,Norte
Motorista de veículo especial,h,PR,12.1127,12.1127,202207,MDO,Sul
Motorista de veículo especial com periculosidade,h,PR,12.1127,12.1127,202207,MDO,Sul
Servente - mensalista,mês,GO,1350.8,1350.8,202207,MDO,Centro-Oeste
Servente,h,GO,6.14,6.14,202207,MDO,Centro-Oeste
Trabalhador de via,h,GO,6.14,6.14,202207,MDO,Centro-Oeste
Servente com periculosidade,h,GO,6.14,6.14,202207,MDO,Centro-Oeste
Auxiliar técnico,mês,PR,1896.4,1896.4,202207,MDO,Sul
Auxiliar técnico,mês,RS,1896.4,1896.4,202207,MDO,Sul
Auxiliar técnico,mês,SC,1896.4,1896.4,202207,MDO,Sul
Operador de equipamento pesado,h,PR,11.44,11.44,202207,MDO,Sul
Operador de equipamento pesado com periculosidade,h,PR,11.44,11.44,202207,MDO,Sul
Topógrafo,mês,AL,3825.8,3825.8,202207,MDO,Nordestes
Topógrafo,mês,BA,3825.8,3825.8,202207,MDO,Nordestes
Topógrafo,mês,CE,3825.8,3825.8,202207,MDO,Nordestes
Topógrafo,mês,MA,3825.8,3825.8,202207,MDO,Nordestes
Topógrafo,mês,PB,3825.8,3825.8,202207,MDO,Nordestes
Topógrafo,mês,PE,3825.8,3825.8,202207,MDO,Nordestes
Topógrafo,mês,PI,3825.8,3825.8,202207,MDO,Nordestes
Topógrafo,mês,RN,3825.8,3825.8,202207,MDO,Nordestes
Topógrafo,mês,SE,3825.8,3825.8,202207,MDO,Nordestes
Motorista de caminhão,h,BA,11.36,11.36,202207,MDO,Nordestes
Motorista de caminhão com periculosidade,h,BA,11.36,11.36,202207,MDO,Nordestes
Apontador,mês,BA,2255.0,2255.0,202207,MDO,Nordestes
Armador,h,AL,10.25,10.25,202207,MDO,Nordestes
Armador,h,BA,10.25,10.25,202207,MDO,Nordestes
Armador,h,CE,10.25,10.25,202207,MDO,Nordestes
Armador,h,MA,10.25,10.25,202207,MDO,Nordestes
Armador,h,PB,10.25,10.25,202207,MDO,Nordestes
Armador,h,PE,10.25,10.25,202207,MDO,Nordestes
Armador,h,PI,10.25,10.25,202207,MDO,Nordestes
Armador,h,RN,10.25,10.25,202207,MDO,Nordestes
Armador,h,SE,10.25,10.25,202207,MDO,Nordestes
Auxiliar administrativo,mês,BA,2255.0,2255.0,202207,MDO,Nordestes
Carpinteiro,h,BA,10.25,10.25,202207,MDO,Nordestes
Pedreiro,h,BA,10.25,10.25,202207,MDO,Nordestes
Pintor,h,AL,10.25,10.25,202207,MDO,Nordestes
Pintor,h,BA,10.25,10.25,202207,MDO,Nordestes
Pintor,h,CE,10.25,10.25,202207,MDO,Nordestes
Pintor,h,MA,10.25,10.25,202207,MDO,Nordestes
Pintor,h,PB,10.25,10.25,202207,MDO,Nordestes
Pintor,h,PE,10.25,10.25,202207,MDO,Nordestes
Pintor,h,PI,10.25,10.25,202207,MDO,Nordestes
Pintor,h,RN,10.25,10.25,202207,MDO,Nordestes
Pintor,h,SE,10.25,10.25,202207,MDO,Nordestes
Auxiliar de laboratório,mês,AL,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de laboratório,mês,BA,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de laboratório,mês,CE,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de laboratório,mês,MA,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de laboratório,mês,PB,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de laboratório,mês,PE,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de laboratório,mês,PI,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de laboratório,mês,RN,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de laboratório,mês,SE,2255.0,2255.0,202207,MDO,Nordestes
Operador de equipamento leve,h,BA,10.25,10.25,202207,MDO,Nordestes
Frentista de túnel,h,BA,10.25,10.25,202207,MDO,Nordestes
Frentista de túnel com periculosidade,h,BA,10.25,10.25,202207,MDO,Nordestes
Operador de equipamento leve com periculosidade,h,BA,10.25,10.25,202207,MDO,Nordestes
Operador de equipamento leve com insalubridade,h,BA,10.25,10.25,202207,MDO,Nordestes
Auxiliar de topografia,mês,AL,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de topografia,mês,BA,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de topografia,mês,CE,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de topografia,mês,MA,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de topografia,mês,PB,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de topografia,mês,PE,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de topografia,mês,PI,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de topografia,mês,RN,2255.0,2255.0,202207,MDO,Nordestes
Auxiliar de topografia,mês,SE,2255.0,2255.0,202207,MDO,Nordestes
Pedreiro - mensalista,mês,BA,2255.0,2255.0,202207,MDO,Nordestes
Servente - mensalista,mês,BA,1377.2,1377.2,202207,MDO,Nordestes
Servente,h,BA,6.26,6.26,202207,MDO,Nordestes
Trabalhador de via,h,BA,6.26,6.26,202207,MDO,Nordestes
Servente com periculosidade,h,BA,6.26,6.26,202207,MDO,Nordestes
Operador de equipamento pesado,h,BA,14.06,14.06,202207,MDO,Nordestes
Motorista de veículo especial,h,BA,14.06,14.06,202207,MDO,Nordestes
Técnico de segurança do trabalho,mês,AL,3093.2,3093.2,202207,MDO,Nordestes
Técnico de segurança do trabalho,mês,BA,3093.2,3093.2,202207,MDO,Nordestes
Técnico de segurança do trabalho,mês,CE,3093.2,3093.2,202207,MDO,Nordestes
Técnico de segurança do trabalho,mês,MA,3093.2,3093.2,202207,MDO,Nordestes
Técnico de segurança do trabalho,mês,PB,3093.2,3093.2,202207,MDO,Nordestes
Técnico de segurança do trabalho,mês,PE,3093.2,3093.2,202207,MDO,Nordestes
Técnico de segurança do trabalho,mês,PI,3093.2,3093.2,202207,MDO,Nordestes
Técnico de segurança do trabalho,mês,RN,3093.2,3093.2,202207,MDO,Nordestes
Técnico de segurança do trabalho,mês,SE,3093.2,3093.2,202207,MDO,Nordestes
Operador de equipamento pesado com periculosidade,h,BA,14.06,14.06,202207,MDO,Nordestes
Motorista de veículo especial com periculosidade,h,BA,14.06,14.06,202207,MDO,Nordestes
Jardineiro,h,RJ,8.56,8.56,202207,MDO,Sudeste
Montador,h,AL,10.25,10.25,202207,MDO,Nordestes
Montador,h,BA,10.25,10.25,202207,MDO,Nordestes
Montador,h,CE,10.25,10.25,202207,MDO,Nordestes
Montador,h,MA,10.25,10.25,202207,MDO,Nordestes
Montador,h,PB,10.25,10.25,202207,MDO,Nordestes
Montador,h,PE,10.25,10.25,202207,MDO,Nordestes
Montador,h,PI,10.25,10.25,202207,MDO,Nordestes
Montador,h,RN,10.25,10.25,202207,MDO,Nordestes
Montador,h,SE,10.25,10.25,202207,MDO,Nordestes
Eletricista - mensalista,mês,DF,2252.8,2252.8,202207,MDO,Centro-Oeste
Eletricista,h,DF,10.24,10.24,202207,MDO,Centro-Oeste
Eletricista com periculosidade,h,DF,10.24,10.24,202207,MDO,Centro-Oeste
Apontador,mês,PR,1896.4,1896.4,202207,MDO,Sul
Vigia,mês,GO,1350.8,1350.8,202207,MDO,Centro-Oeste
Faxineiro,mês,AL,1377.2,1377.2,202207,MDO,Nordestes
Faxineiro,mês,BA,1377.2,1377.2,202207,MDO,Nordestes
Faxineiro,mês,CE,1377.2,1377.2,202207,MDO,Nordestes
Faxineiro,mês,MA,1377.2,1377.2,202207,MDO,Nordestes
Faxineiro,mês,PB,1377.2,1377.2,202207,MDO,Nordestes
Faxineiro,mês,PE,1377.2,1377.2,202207,MDO,Nordestes
Faxineiro,mês,PI,1377.2,1377.2,202207,MDO,Nordestes
Faxineiro,mês,RN,1377.2,1377.2,202207,MDO,Nordestes
Faxineiro,mês,SE,1377.2,1377.2,202207,MDO,Nordestes
Pré-marcador,h,PR,8.36,8.36,202207,MDO,Sul
Selecionador de material pétreo,h,PR,8.36,8.36,202207,MDO,Sul
Frentista de túnel,h,PR,8.36,8.36,202207,MDO,Sul
Frentista de túnel com periculosidade,h,PR,8.36,8.36,202207,MDO,Sul
Perfurador de tubulão a ar comprimido com insalubridade,h,PR,8.36,8.36,202207,MDO,Sul
Perfurador de tubulão,h,PR,8.36,8.36,202207,MDO,Sul
Bombeiro hidráulico,h,GO,10.24,10.24,202207,MDO,Centro-Oeste
Bombeiro hidráulico com periculosidade,h,GO,10.24,10.24,202207,MDO,Centro-Oeste
Bombeiro hidráulico,h,DF,10.24,10.24,202207,MDO,Centro-Oeste
Bombeiro hidráulico com periculosidade,h,DF,10.24,10.24,202207,MDO,Centro-Oeste
Bombeiro hidráulico,h,MT,10.24,10.24,202207,MDO,Centro-Oeste
Bombeiro hidráulico com periculosidade,h,MT,10.24,10.24,202207,MDO,Centro-Oeste
Bombeiro hidráulico,h,MS,10.24,10.24,202207,MDO,Centro-Oeste
Bombeiro hidráulico com periculosidade,h,MS,10.24,10.24,202207,MDO,Centro-Oeste
Ajudante,h,PR,8.36,8.36,202207,MDO,Sul
Auxiliar de laboratório,mês,ES,2303.4,2303.4,202207,MDO,Sudeste
Auxiliar de laboratório,mês,MG,2303.4,2303.4,202207,MDO,Sudeste
Auxiliar de laboratório,mês,SP,2303.4,2303.4,202207,MDO,Sudeste
Motorista de veículo leve,h,AL,10.25,10.25,202207,MDO,Nordestes
Motorista de veículo leve,h,BA,10.25,10.25,202207,MDO,Nordestes
Motorista de veículo leve,h,CE,10.25,10.25,202207,MDO,Nordestes
Motorista de veículo leve,h,MA,10.25,10.25,202207,MDO,Nordestes
Motorista de veículo leve,h,PB,10.25,10.25,202207,MDO,Nordestes
Motorista de veículo leve,h,PE,10.25,10.25,202207,MDO,Nordestes
Motorista de veículo leve,h,PI,10.25,10.25,202207,MDO,Nordestes
Motorista de veículo leve,h,RN,10.25,10.25,202207,MDO,Nordestes
Motorista de veículo leve,h,SE,10.25,10.25,202207,MDO,Nordestes
Motorista de veículo leve - mensalista,mês,AL,2255.0,2255.0,202207,MDO,Nordestes
Motorista de veículo leve - mensalista,mês,BA,2255.0,2255.0,202207,MDO,Nordestes
Motorista de veículo leve - mensalista,mês,CE,2255.0,2255.0,202207,MDO,Nordestes
Motorista de veículo leve - mensalista,mês,MA,2255.0,2255.0,202207,MDO,Nordestes
Motorista de veículo leve - mensalista,mês,PB,2255.0,2255.0,202207,MDO,Nordestes
Motorista de veículo leve - mensalista,mês,PE,2255.0,2255.0,202207,MDO,Nordestes
Motorista de veículo leve - mensalista,mês,PI,2255.0,2255.0,202207,MDO,Nordestes
Motorista de veículo leve - mensalista,mês,RN,2255.0,2255.0,202207,MDO,Nordestes
Motorista de veículo leve - mensalista,mês,SE,2255.0,2255.0,202207,MDO,Nordestes
Eletricista - mensalista,mês,TO,2340.5417,2340.5417,202207,MDO,Norte
Eletricista,h,TO,10.6406,10.6406,202207,MDO,Norte
Eletricista com periculosidade,h,TO,10.6406,10.6406,202207,MDO,Norte
Chefe do setor administrativo,mês,AC,3797.2161,3797.2161,202207,MDO,Norte
Chefe do setor administrativo,mês,TO,3797.8557,3797.8557,202207,MDO,Norte
Encarregado administrativo,mês,AC,3798.1625,3798.1625,202207,MDO,Norte
Encarregado administrativo,mês,AM,3798.1625,3798.1625,202207,MDO,Norte
Encarregado administrativo,mês,AP,3798.1625,3798.1625,202207,MDO,Norte
Encarregado administrativo,mês,PA,3798.1625,3798.1625,202207,MDO,Norte
Encarregado administrativo,mês,RO,3798.1625,3798.1625,202207,MDO,Norte
Encarregado administrativo,mês,RR,3798.1625,3798.1625,202207,MDO,Norte
Encarregado administrativo,mês,TO,3798.1625,3798.1625,202207,MDO,Norte
Chefe do setor administrativo,mês,AP,3798.2874,3798.2874,202207,MDO,Norte
Chefe do setor administrativo,mês,RR,3798.4109,3798.4109,202207,MDO,Norte
Chefe do setor administrativo,mês,RO,3798.6444,3798.6444,202207,MDO,Norte
Chefe do setor administrativo,mês,PA,3799.219,3799.219,202207,MDO,Norte
Chefe do setor administrativo,mês,AM,3799.6235,3799.6235,202207,MDO,Norte
Motorista de caminhão,h,GO,8.85,8.85,202207,MDO,Centro-Oeste
Motorista de caminhão com periculosidade,h,GO,8.85,8.85,202207,MDO,Centro-Oeste
Jardineiro,h,PR,8.36,8.36,202207,MDO,Sul
Imediato,mês,AC,7690.4,7690.4,202207,MDO,Norte
Imediato,mês,AL,7690.4,7690.4,202207,MDO,Nordestes
Imediato,mês,AM,7690.4,7690.4,202207,MDO,Norte
